"childid","l5cathol","l5public","r5race","w3povrty","w3daded","w3momed","w3inccat","p5fstamp","w3momscr","w3dadscr","p5numpla","p5hmage","p5hdage","c5r2mtsc","w3income","c5r2mtsc_std"
"1044014C",-1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.941,NA,0.636235985376457
"1044016C",-9,-9,3,1,3,3,4,2,34.95,39.2,1,29,30,38.333,NA,-1.25955256541176
"1044017C",NA,NA,3,1,3,3,3,2,34.95,35.63,1,41,42,48.874,NA,-0.185632363678171
"1044020C",NA,NA,4,1,2,2,1,2,NA,39.2,2,35,41,35.777,NA,-1.51995860237514
"1044021C",-9,-9,1,2,5,2,9,2,38.18,35.78,1,37,31,51.962,NA,0.128973990837844
"1044023C",-9,-9,4,1,3,1,4,2,34.95,NA,1,40,41,43.905,NA,-0.691875555255269
"1044024C",NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.833,NA,0.625232913392088
"1045001C",1,2,5,2,9,8,12,2,72.1,77.5,1,36,37,56.829,NA,0.624825392207482
"1045002C",1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.271,NA,-0.247066182257561
"1045003C",1,2,1,2,7,7,12,2,63.43,48.69,1,38,43,70.28,NA,1.99521725574211
"1045005C",1,2,1,2,-1,5,5,2,34.95,NA,1,42,NA,55.819,NA,0.521926293094408
"1045007C",1,2,1,2,5,5,12,2,35.78,64.89,2,42,44,51.246,NA,0.0560276987933276
"1045008C",1,2,1,2,6,6,12,2,53.5,53.5,1,46,43,56.165,NA,0.557176875562847
"1045009C",1,2,1,2,8,5,11,2,52.54,53.5,1,45,44,55.352,NA,0.474348194791629
"1045010C",1,2,1,2,6,6,11,2,NA,53.5,1,35,38,65.862,NA,1.54511010734452
"1045012C",2,2,1,2,7,8,11,2,59,35.78,1,51,45,66.659,NA,1.62630870337731
"1045013C",1,2,1,2,6,6,11,2,35.78,63.43,1,48,58,65.084,NA,1.4658472369386
"1045014C",1,2,4,2,8,6,10,2,NA,64.89,1,43,43,57.315,NA,0.67433921613714
"1045015C",1,2,1,2,5,5,8,2,53.5,39.2,1,32,54,51.536,NA,0.0855729846772797
"1045016C",1,2,3,2,5,5,6,2,NA,39.2,2,36,38,47.086,NA,-0.367794333197159
"1045017C",1,2,3,2,5,6,11,2,63.43,52.54,1,43,44,59.868,NA,0.934439612212071
"1045018C",1,2,1,2,6,6,12,2,38.18,53.5,1,41,43,53.639,NA,0.299827247484009
"1045019C",1,2,4,2,3,6,13,2,38.18,35.78,1,39,41,49.028,NA,-0.169942798070831
"1045020C",1,2,1,2,9,6,13,2,NA,77.5,1,47,48,70.307,NA,1.9979680237382
"1045021C",1,2,3,2,8,6,12,2,61.56,35.78,1,45,48,61.806,NA,1.13188362615379
"1045022C",1,2,1,2,-1,6,8,2,38.18,NA,1,49,NA,49.104,NA,-0.162199895563312
"1045023C",1,2,1,2,6,5,12,2,NA,35.78,1,35,40,55.738,NA,0.513673989106131
"1045025C",1,2,3,2,8,6,12,2,61.56,35.78,1,45,48,58.537,NA,0.798836938034345
"1049002C",-1,1,1,2,3,4,9,2,53.5,39.2,1,37,45,65.768,NA,1.53553335950627
"1049004C",-1,1,1,2,8,5,12,2,NA,59,1,35,40,50.416,NA,-0.0285329470124671
"1049005C",-1,1,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.245,NA,0.76908789155809
"1049006C",-1,1,1,2,6,6,11,2,NA,53.5,1,39,38,63.865,NA,1.34165515592985
"1049007C",-1,1,1,2,6,8,11,2,63.43,64.89,1,42,42,57.327,NA,0.675561779690959
"1049008C",-1,1,1,2,5,5,11,2,48.69,48.69,2,31,32,60.075,NA,0.955528833515444
"1049011C",-1,1,1,2,2,3,7,2,34.95,39.2,1,33,44,43.609,NA,-0.72203212291613
"1049015C",-1,1,1,2,5,6,12,2,NA,35.78,1,37,35,44.633,NA,-0.617706699656933
"1049016C",-1,1,1,2,6,5,11,2,38.18,53.5,1,39,41,53.457,NA,0.281285033584425
"1049020C",-1,1,1,2,-1,7,10,2,61.56,NA,1,35,NA,57.421,NA,0.685138527529205
"1049021C",-1,1,1,2,8,7,11,2,NA,64.89,1,41,45,66.348,NA,1.59462393127417
"1049022C",-1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.274,NA,0.873922716298045
"1049023C",-1,1,8,2,4,5,8,2,38.18,39.18,1,48,54,65.543,NA,1.51261029287217
"1049024C",NA,NA,4,2,5,5,11,2,34.95,64.89,1,29,29,55.539,NA,0.493399810171971
"1051002C",-1,1,8,2,-1,5,9,2,48.69,NA,1,33,NA,49.131,NA,-0.15944912756722
"1051003C",NA,NA,5,1,5,5,2,2,35.78,53.5,2,42,50,54.628,NA,0.400586860377901
"1051005C",-1,1,1,2,-1,5,6,1,38.18,NA,1,36,NA,54.734,NA,0.411386171769966
"1051007C",-1,1,1,2,6,5,10,2,NA,64.89,1,38,39,54.215,NA,0.358510298067307
"1051008C",-1,1,1,2,-1,3,9,2,53.5,NA,1,42,NA,57.903,NA,0.734244830274257
"1051013C",-1,1,1,2,-1,3,5,2,34.95,NA,1,27,NA,58.447,NA,0.789667711380705
"1051015C",-1,1,1,2,5,5,11,2,35.78,48.69,NA,38,40,53.937,NA,0.330187575737173
"1051016C",-1,1,1,2,5,5,10,2,35.92,64.89,1,37,36,46.02,NA,-0.476398728894721
"1051018C",-1,1,3,2,-1,5,5,2,35.78,NA,1,41,NA,57.54,NA,0.697262282771241
"1051020C",-1,1,1,2,6,4,10,2,34.95,35.78,1,48,50,56.941,NA,0.636235985376457
"1051022C",-1,1,1,2,6,5,11,2,NA,35.78,1,44,45,54.371,NA,0.37440362426695
"1051023C",-1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.549,NA,-0.320623756078987
"1052001C",-1,1,5,2,6,4,11,2,39.2,48.69,1,39,43,57.68,NA,0.711525524232459
"1052003C",-1,1,5,2,6,6,8,2,34.95,62.87,1,42,52,45.59,NA,-0.520207256239891
"1052004C",-1,1,8,1,-1,5,4,1,38.18,NA,5,29,NA,48.538,NA,-0.219864143185095
"1052006C",NA,NA,5,2,-1,5,8,2,38.18,NA,1,33,NA,43.606,NA,-0.722337763804585
"1052007C",-1,1,3,2,5,5,7,2,35.78,39.18,1,37,38,45.194,NA,-0.560551853515909
"1052009C",NA,NA,1,2,3,3,9,2,33.42,39.2,1,39,46,56.065,NA,0.546988845947691
"1052010C",-1,1,1,2,-1,2,6,2,34.95,NA,1,47,NA,59.434,NA,0.890223563682294
"1052011C",-1,1,4,2,5,7,7,2,38.18,59,2,37,39,50.787,NA,0.0092646428597616
"1052012C",-1,1,4,2,4,6,9,2,34.95,35.78,1,42,42,52.254,NA,0.158723037314099
"1052013C",NA,NA,1,2,5,6,10,2,NA,NA,1,39,38,52.596,NA,0.193566098597932
"1052017C",-1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.829,NA,0.217304207601246
"1052018C",-1,1,1,1,2,2,3,1,34.95,NA,1,39,46,48.202,NA,-0.254095922692019
"1052019C",-1,1,3,2,3,8,9,2,52.54,52.54,1,46,34,53.092,NA,0.244098725489105
"1052020C",-1,1,2,2,5,5,10,2,53.5,33.42,1,42,49,71.298,NA,2.09893139722439
"1052021C",-1,1,1,2,-1,5,10,2,64.89,NA,1,41,NA,66.093,NA,1.56864445575553
"1052022C",-1,1,3,2,6,5,11,2,53.5,35.78,1,32,36,63.029,NA,1.25648322834715
"1052023C",NA,NA,7,2,2,5,11,1,34.95,35.92,1,43,41,57.774,NA,0.721102272070706
"1052024C",-1,1,1,2,2,2,11,2,NA,35.92,1,24,26,49.698,NA,-0.101682999649286
"1053001C",NA,NA,5,1,5,3,5,2,29.6,35.78,1,39,39,52.631,NA,0.197131908963237
"1053002C",NA,NA,5,1,-1,3,4,2,29.6,NA,1,29,NA,49.492,NA,-0.122670340656508
"1053003C",NA,NA,5,1,5,3,3,1,NA,NA,1,52,50,51.753,NA,0.107681008942168
"1053004C",-1,1,5,2,6,6,12,2,38.18,52.54,1,39,41,60.542,NA,1.00310693181822
"1053005C",-1,-9,5,1,-1,1,2,1,NA,NA,1,44,NA,22.968,NA,-2.82494331578046
"1053006C",NA,NA,5,1,2,1,4,2,34.95,34.95,1,37,39,39.593,NA,-1.13118339226079
"1053007C",-1,1,5,2,5,5,6,2,34.95,33.42,1,41,42,48.901,NA,-0.182881595682079
"1053008C",-9,-9,5,1,-1,1,3,2,37.67,NA,1,32,NA,60.98,NA,1.0477305015326
"1053009C",-1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.911,NA,0.429418984188792
"1053011C",-1,1,3,2,2,2,6,1,NA,38.18,1,30,34,39.296,NA,-1.16144184021781
"1053013C",NA,NA,1,1,7,3,3,2,34.95,53.5,1,42,42,44.022,NA,-0.679955560605536
"1053014C",NA,NA,1,2,-1,5,5,2,34.95,NA,1,28,NA,53.015,NA,0.236253942685436
"1053016C",NA,NA,1,2,5,-1,9,2,NA,37.67,1,NA,32,64.364,NA,1.39249342370948
"1053018C",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.654,NA,-0.309926324983073
"1053019C",NA,NA,1,2,-1,6,9,2,35.78,NA,1,44,NA,59.324,NA,0.879016731105622
"1053020C",NA,NA,2,2,3,1,8,2,NA,34.95,1,35,40,51.943,NA,0.127038265210964
"1053021C",NA,NA,1,2,4,5,10,2,NA,35.78,1,39,45,47.912,NA,-0.283641208575971
"1053022C",NA,NA,8,2,-1,3,6,2,34.95,NA,1,31,NA,48.519,NA,-0.221799868811975
"1053023C",NA,NA,1,1,-1,5,5,2,NA,NA,1,31,NA,53.676,NA,0.303596818441616
"1053024C",2,2,3,2,6,3,10,2,63.43,53.5,2,41,42,69.921,NA,1.9586422294237
"1053025C",NA,NA,1,1,7,3,3,2,34.95,53.5,1,42,42,40.728,NA,-1.01554925612877
"1054002C",-9,-9,8,2,6,9,11,2,59,35.78,1,45,53,55.763,NA,0.51622099650992
"1054003C",-9,-9,8,2,3,9,11,2,59,34.95,1,37,49,53.937,NA,0.330187575737173
"1054004C",-1,1,5,2,-1,8,8,2,38.18,NA,1,40,NA,67.71,NA,1.7333848946326
"1054006C",-9,-9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.613,NA,0.399058655935627
"1054007C",-9,-9,5,2,4,3,10,2,35.78,35.92,1,30,35,59.862,NA,0.933828330435162
"1054008C",-9,-9,5,2,6,6,6,2,NA,53.5,1,32,40,51.565,NA,0.0885275132656745
"1054009C",-9,-9,5,1,6,5,5,2,34.95,34.95,1,41,42,34.865,NA,-1.61287343246536
"1054010C",-9,-9,5,2,4,5,10,2,38.18,48.69,1,38,39,37.212,NA,-1.37376037739765
"1054014C",-9,-9,1,2,6,5,10,2,61.56,64.89,1,40,41,64.145,NA,1.37018163885229
"1054021C",-9,-9,1,2,7,6,12,2,61.56,64.89,1,48,50,57.012,NA,0.643469486403218
"1054022C",-1,1,4,2,5,5,11,2,57.83,29.6,1,28,42,49.012,NA,-0.171572882809256
"1054023C",-9,-9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.211,NA,0.0524618884280226
"1056001C",1,2,5,2,6,6,11,2,38.18,48.69,1,35,35,45.749,NA,-0.504008289151793
"1056003C",1,2,5,2,6,3,10,2,33.42,52.54,1,50,53,46.6,NA,-0.417308157126816
"1056004C",NA,NA,1,2,3,3,9,2,NA,64.89,1,46,47,52.913,NA,0.225862152477976
"1056005C",1,2,1,2,6,6,12,2,38.18,35.78,1,45,45,68.926,NA,1.85727133475289
"1056006C",1,2,1,2,7,8,9,2,33.42,NA,1,51,51,61.057,NA,1.05557528433627
"1056007C",1,2,1,2,8,9,12,2,53.5,53.5,1,51,52,48.72,NA,-0.201321929285511
"1056008C",1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.576,NA,2.942296488767
"1056009C",1,2,1,2,6,6,12,2,NA,48.69,1,38,39,57.398,NA,0.68279528071772
"1056011C",1,2,1,2,6,8,11,2,64.89,53.5,1,46,48,50.695,NA,-0.000108344386181717
"1056012C",-9,-9,1,2,6,8,12,2,53.5,53.5,1,50,48,70.314,NA,1.99868118581126
"1056013C",1,2,1,2,6,6,12,2,53.5,64.89,1,39,38,70.024,NA,1.96913589992731
"1056014C",-9,-9,3,2,9,7,10,2,53.5,53.5,1,40,51,46.928,NA,-0.383891419989105
"1056015C",1,2,1,2,-1,9,11,2,48.69,NA,1,53,NA,62.486,NA,1.20116222753685
"1056016C",2,2,1,2,6,6,13,2,NA,53.5,1,41,43,68.102,NA,1.77332197072401
"1056018C",1,2,1,2,6,6,13,2,NA,53.5,1,51,46,61.731,NA,1.12424260394243
"1056020C",1,2,1,2,6,8,11,2,61.56,53.5,1,44,47,64.917,NA,1.44883322748129
"1056021C",1,2,1,2,6,6,11,2,38.18,53.5,1,40,41,59.866,NA,0.934235851619768
"1056022C",2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.827,NA,0.318980743160501
"1056023C",1,2,1,2,6,7,12,2,53.5,35.78,2,39,41,65.424,NA,1.50048653763013
"1056024C",1,2,1,2,6,5,10,2,38.18,35.78,1,37,39,64.31,NA,1.3869918877173
"1056040C",1,2,1,2,6,6,9,2,38.18,52.54,1,42,44,54.636,NA,0.401401902747113
"1056041C",1,2,1,1,5,6,5,2,63.43,39.2,1,49,55,53.22,NA,0.257139403396505
"1061003C",2,2,1,2,5,5,10,2,34.95,35.63,1,44,49,45.031,NA,-0.577158341788613
"1061006C",2,2,1,2,-1,5,10,2,53.5,NA,1,38,NA,63.358,NA,1.29000184578101
"1061007C",2,2,1,2,6,6,11,2,61.56,64.89,1,38,40,51.501,NA,0.0820071743119747
"1061010C",NA,NA,1,2,6,5,9,2,38.18,52.54,1,41,43,58.239,NA,0.76847660978118
"1061011C",2,2,1,2,5,5,10,2,53.5,35.63,1,38,39,38.22,NA,-1.27106503887688
"1061012C",NA,NA,1,1,-1,4,1,2,34.95,NA,1,36,NA,45.088,NA,-0.571351164907974
"1061017C",2,2,1,2,5,3,12,2,38.18,35.78,1,44,45,57.486,NA,0.691760746779056
"1061018C",2,2,1,2,5,3,8,2,NA,39.2,1,54,46,49.039,NA,-0.168822114813164
"1061020C",2,2,1,2,5,5,10,2,38.18,35.92,1,32,44,59.755,NA,0.922927138746945
"1061022C",2,2,1,2,4,5,8,2,63.43,NA,1,39,41,38.214,NA,-1.27167632065379
"1061023C",NA,NA,1,2,5,5,10,2,NA,35.78,2,37,39,56.255,NA,0.566346102216488
"1061040C",NA,NA,3,2,6,2,8,2,35.78,53.5,1,39,39,73.32,NA,2.30493335604284
"1068002C",-1,1,1,2,3,5,11,2,53.5,39.18,1,42,44,66.377,NA,1.59757845986257
"1068003C",-1,1,4,2,1,2,8,2,34.95,29.6,1,39,43,36.559,NA,-1.44028821078462
"1068007C",-1,1,1,2,6,6,11,2,38.18,59,1,46,46,51.321,NA,0.0636687210046941
"1068008C",-1,1,1,2,-1,6,12,2,61.56,NA,1,43,NA,67.195,NA,1.68091654211454
"1068010C",-1,1,4,1,2,3,2,-9,NA,39.18,NA,30,36,49.535,NA,-0.118289487921991
"1068011C",-1,1,1,2,6,8,12,2,63.43,62.87,1,48,46,67.495,NA,1.71148063096001
"1068012C",-1,1,1,2,5,5,7,2,NA,NA,1,43,41,60.498,NA,0.998624198787553
"1068013C",-1,1,1,2,6,8,10,2,72.1,64.89,1,46,47,57.175,NA,0.660075974675921
"1068016C",NA,NA,4,1,2,2,5,2,34.95,35.63,2,32,25,34.292,NA,-1.67125084216021
"1068018C",-1,1,4,2,1,5,8,2,34.95,37.67,1,29,40,37.805,NA,-1.31334536177978
"1068019C",-1,1,4,2,1,1,6,2,33.42,35.63,1,27,37,53.512,NA,0.286888449872761
"1068024C",-1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.318,NA,-0.649798992944675
"1071002C",-1,1,3,2,2,2,9,-9,34.95,53.5,NA,44,51,38.46,NA,-1.24661376780051
"1071003C",NA,NA,1,2,3,6,10,2,33.42,NA,2,41,42,36.403,NA,-1.45618153698427
"1071004C",-1,1,1,2,5,3,11,2,38.18,53.5,1,41,40,42.225,NA,-0.863034452789888
"1071005C",-1,1,7,2,3,5,10,2,34.95,35.78,1,40,39,60.137,NA,0.96184541187684
"1071006C",-1,1,4,2,5,5,10,2,63.43,35.78,1,34,37,51.265,NA,0.057963424420207
"1071007C",1,2,3,2,5,5,12,2,38.18,34.95,1,40,44,44.141,NA,-0.667831805363501
"1071008C",-1,1,1,2,3,4,9,2,34.95,39.18,1,39,38,48.563,NA,-0.217317135781306
"1071009C",-9,-9,4,2,9,9,6,-9,72.1,39.2,NA,39,43,44.37,NA,-0.644501217544794
"1071010C",-1,1,2,2,5,5,10,2,38.18,35.78,2,28,31,54.457,NA,0.383165329735984
"1071011C",-1,1,1,2,4,5,12,2,61.56,39.18,1,43,42,57.479,NA,0.691047584705996
"1071012C",-1,1,8,2,-1,5,10,2,53.5,NA,1,40,NA,53.749,NA,0.31103408006068
"1071013C",-1,1,1,2,5,3,10,2,39.18,39.18,1,35,32,55.206,NA,0.459473671553502
"1071014C",-1,1,1,2,3,5,12,2,53.5,39.2,1,36,35,42.284,NA,-0.857023515316946
"1071015C",-1,1,1,2,6,3,10,2,34.95,63.43,1,46,47,47.864,NA,-0.288531462791246
"1071016C",-1,1,1,2,5,5,10,2,NA,53.5,1,45,44,66.744,NA,1.63496852855019
"1071017C",-1,1,1,2,5,5,11,2,NA,39.2,1,36,42,45.196,NA,-0.560348092923606
"1071018C",-1,1,1,2,6,5,12,2,57.83,39.2,1,45,41,55.416,NA,0.480868533745329
"1071019C",-1,1,1,2,5,5,10,2,53.5,38.18,2,49,50,51.732,NA,0.105541522722985
"1071020C",-1,1,3,2,8,6,11,2,NA,53.5,1,45,46,45.115,NA,-0.568600396911882
"1071021C",-1,1,1,2,3,6,12,2,NA,53.5,1,37,36,52.731,NA,0.207319938578393
"1071022C",-1,1,1,2,6,7,9,2,53.5,35.63,1,38,40,50.812,NA,0.0118116502635504
"1071023C",-1,1,1,2,-1,5,10,2,29.6,NA,1,44,NA,56.215,NA,0.562270890370425
"1073001C",-1,1,6,2,5,2,11,2,NA,39.18,2,37,37,53.927,NA,0.329168772775658
"1073002C",NA,NA,5,2,6,6,8,2,57.83,57.83,1,27,30,49.129,NA,-0.159652888159524
"1073003C",-1,1,6,1,3,3,8,2,34.95,34.95,1,41,52,46.88,NA,-0.38878167420438
"1073004C",-1,1,1,2,5,5,11,2,48.69,53.5,2,37,37,55.909,NA,0.531095519748048
"1073005C",-1,1,1,2,9,4,5,2,NA,39.2,1,31,31,30.678,NA,-2.03944623245194
"1073006C",-1,1,1,2,6,5,12,2,35.78,39.18,2,37,39,56.827,NA,0.624621631615179
"1073007C",-1,1,1,2,3,3,10,2,38.18,33.42,1,34,36,69.304,NA,1.89578208669818
"1073008C",-1,1,3,2,5,5,9,2,NA,39.18,1,29,28,37.091,NA,-1.38608789323199
"1073012C",-1,1,1,2,3,3,11,2,34.95,35.92,1,44,41,52.596,NA,0.193566098597932
"1073013C",-1,1,1,2,3,3,10,2,35.78,37.67,1,31,31,48.348,NA,-0.239221399453891
"1073015C",-1,1,1,2,-1,3,7,2,53.5,NA,1,40,NA,46.669,NA,-0.410278416692359
"1073016C",-1,1,1,2,6,5,10,2,NA,48.69,1,37,41,62.155,NA,1.16743984951069
"1073017C",-1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.254,NA,-1.36948140495929
"1073018C",-1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.52,NA,1.10274586145445
"1073019C",-1,1,3,1,6,3,5,-9,NA,33.42,NA,29,31,52.35,NA,0.168503545744649
"1073020C",-1,1,3,2,6,5,12,2,34.95,48.69,1,40,41,53.343,NA,0.269670679823147
"1073022C",-1,1,1,2,4,5,7,2,NA,53.5,1,43,39,54.97,NA,0.435429921661734
"1073023C",-1,1,3,2,-1,5,5,2,38.18,NA,NA,45,NA,52.093,NA,0.142320309633698
"1073024C",-1,1,1,2,8,3,5,1,35.92,34.95,1,37,51,50.722,NA,0.00264242360991049
"1073025C",-1,1,1,2,6,5,12,2,35.78,39.18,2,37,39,60.406,NA,0.989251211541609
"1078003C",-9,-9,5,2,3,3,9,2,33.42,35.63,1,39,41,51.165,NA,0.047775394805051
"1078005C",-1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.254,NA,0.668124518071895
"1078007C",-1,1,4,1,2,4,5,2,33.42,35.63,1,35,35,39.931,NA,-1.09674785216157
"1078009C",-1,1,4,2,1,2,8,2,NA,39.2,2,29,34,36.43,NA,-1.45343076898817
"1078011C",-1,1,4,2,3,1,9,2,NA,53.5,2,29,37,55.531,NA,0.492584767802758
"1078012C",-1,1,4,2,1,5,7,2,38.18,33.42,1,31,30,35.153,NA,-1.58353190717371
"1078013C",-1,1,4,2,-1,1,5,2,34.95,NA,1,37,NA,53.493,NA,0.284952724245881
"1078014C",-1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.988,NA,-1.49846185988716
"1078020C",-1,1,4,2,2,2,9,2,NA,39.18,1,35,34,51.509,NA,0.0828222166811875
"1078021C",-1,1,4,1,1,1,8,2,NA,39.2,1,48,47,44.028,NA,-0.679344278828627
"1078022C",-1,1,4,1,1,4,5,2,33.42,34.95,1,47,39,41.435,NA,-0.94351988674962
"1078023C",NA,NA,3,2,5,4,8,2,33.42,59,1,38,44,52.014,NA,0.134271766237725
"1082002C",-1,1,5,2,6,6,8,2,34.95,34.95,1,42,45,49.913,NA,-0.0797787359767014
"1082003C",-1,1,5,2,7,6,12,2,34.95,53.5,1,49,49,61.37,NA,1.08746381703171
"1082004C",-1,1,3,2,8,6,12,2,35.78,35.63,1,43,46,52.45,NA,0.178691575359805
"1082005C",-1,1,1,2,9,6,13,2,NA,39.2,1,39,42,58.13,NA,0.757371657500661
"1082006C",NA,NA,1,2,9,7,12,2,63.43,77.5,1,42,47,58.099,NA,0.754213368319962
"1082007C",-1,1,1,2,5,6,12,2,53.5,48.69,1,39,39,55.356,NA,0.474755715976236
"1082009C",-1,1,3,2,6,6,12,2,53.5,52.54,1,38,41,53.939,NA,0.330391336329476
"1082010C",-1,1,1,2,6,7,12,2,63.43,35.78,1,36,36,64.145,NA,1.37018163885229
"1082011C",-1,1,3,2,8,5,11,2,53.5,53.5,1,49,48,54.776,NA,0.415665144208332
"1082012C",-1,1,1,2,6,9,11,2,63.43,52.54,1,37,56,59.257,NA,0.872190751263468
"1082014C",-1,1,1,2,9,9,13,2,NA,77.5,1,47,47,66.283,NA,1.58800171202432
"1082016C",-1,1,2,2,5,6,10,2,38.18,39.2,1,42,46,49.141,NA,-0.158430324605705
"1082017C",NA,NA,1,2,9,9,12,2,77.5,53.5,1,46,49,68.05,NA,1.76802419532413
"1082018C",-1,1,1,2,-1,8,9,2,72.1,NA,2,45,NA,40.769,NA,-1.01137216398656
"1082020C",NA,NA,1,2,9,9,13,2,77.5,59,2,45,45,63.867,NA,1.34185891652216
"1082021C",-1,1,1,2,7,5,9,2,35.78,63.43,1,39,41,61.575,NA,1.10834927774278
"1082023C",-1,1,8,2,9,9,13,2,53.5,53.5,1,44,49,47.253,NA,-0.350780323739848
"1082024C",-1,1,1,2,9,7,12,2,NA,59,1,42,44,57.062,NA,0.648563501210795
"1083001C",-1,1,8,2,9,6,12,2,NA,77.5,1,39,42,71.503,NA,2.11981685793546
"1083003C",-1,1,8,2,9,9,13,2,77.5,77.5,1,44,45,52.637,NA,0.197743190740146
"1083004C",-9,-9,8,2,5,5,10,2,34.95,34.95,2,40,51,53.593,NA,0.295140753861037
"1083005C",-1,1,5,2,6,5,9,2,38.18,62.87,1,39,41,62.407,NA,1.19311368414088
"1083006C",-1,1,5,2,8,9,12,2,63.43,53.5,1,44,47,58.944,NA,0.84030221856803
"1083007C",-1,1,5,1,8,6,5,1,34.95,34.95,1,37,48,59.217,NA,0.868115539417406
"1083008C",-1,1,1,2,5,5,12,2,35.78,39.2,1,40,35,53.395,NA,0.274968455223028
"1083009C",-1,1,1,2,6,6,12,2,53.5,64.89,1,46,39,77.361,NA,2.7166316327913
"1083010C",-1,1,1,2,9,9,11,2,NA,72.1,1,47,40,69.955,NA,1.96210615949285
"1083012C",-1,1,1,2,-1,3,6,2,38.18,NA,2,41,NA,54.601,NA,0.397836092381808
"1083013C",-1,1,1,2,8,6,12,2,72.1,53.5,1,44,44,65.657,NA,1.52422464663345
"1083016C",-1,1,3,1,3,-1,2,2,NA,34.95,2,NA,37,57.392,NA,0.68218399894081
"1083021C",-1,1,4,2,9,7,12,2,NA,53.5,1,41,44,48.955,NA,-0.177380059689895
"1083022C",-1,1,4,2,5,3,8,2,NA,38.18,2,27,28,45.261,NA,-0.553725873673754
"1083025C",-1,1,1,2,5,5,12,2,35.78,39.2,1,40,35,45.711,NA,-0.507879740405553
"1084001C",-9,-9,5,2,7,5,10,2,NA,62.87,1,26,33,58.804,NA,0.826038977106812
"1084005C",-1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.134,NA,0.248377697927471
"1084007C",-9,-9,4,1,1,4,4,2,NA,33.42,1,36,40,19.872,NA,-3.14036471266569
"1084009C",-9,-9,4,2,1,3,9,2,NA,39.2,1,28,33,55.427,NA,0.481989217002996
"1084010C",-9,-9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.833,NA,1.13463439414988
"1084011C",-9,-9,4,2,1,1,8,2,NA,34.95,1,31,31,27.397,NA,-2.37371548412521
"1084012C",-9,-9,4,1,1,1,5,2,NA,33.42,1,31,34,45.567,NA,-0.522550503051377
"1084015C",NA,NA,2,1,3,3,4,1,34.95,29.6,1,32,34,47.047,NA,-0.37176766474707
"1084016C",-1,1,1,1,-1,2,3,1,NA,NA,1,46,NA,48.77,NA,-0.196227914477933
"1084017C",-9,-9,1,1,3,3,5,1,38.18,34.95,1,36,40,49.629,NA,-0.108712740083744
"1084018C",-9,-9,2,2,3,4,9,2,57.83,38.18,1,26,31,56.092,NA,0.549739613943783
"1084019C",-1,1,4,1,5,3,3,1,39.2,34.95,1,35,40,46.2,NA,-0.45806027558744
"1084020C",-9,-9,4,2,3,1,8,2,NA,39.2,2,36,35,49.99,NA,-0.0719339531730308
"1084021C",-9,-9,4,1,3,3,4,2,35.78,33.42,1,27,31,40.045,NA,-1.08513349840029
"1084022C",-9,-9,4,1,3,1,3,2,NA,39.2,1,45,45,50.829,NA,0.0135436152981272
"1084023C",-9,-9,4,1,5,3,4,2,34.95,35.63,1,30,32,43.899,NA,-0.692486837032178
"1084024C",-9,-9,4,1,1,1,3,1,34.95,35.63,1,27,29,52.468,NA,0.180525420690533
"1085002C",-1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.249,NA,-0.0455469564697769
"1085003C",NA,NA,4,1,2,2,2,1,NA,39.2,4,28,24,44.508,NA,-0.630441736675878
"1085004C",-1,1,1,2,3,4,8,2,NA,39.2,1,54,57,46.308,NA,-0.447057203603072
"1085008C",NA,NA,1,2,4,5,9,2,NA,NA,2,32,34,43.458,NA,-0.737416047635016
"1085009C",NA,NA,1,2,5,5,10,2,35.78,39.2,1,46,50,58.898,NA,0.835615724945059
"1085010C",-1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.598,NA,1.00881222840271
"1085011C",-9,-9,1,2,5,5,10,2,38.18,59,2,41,48,68.121,NA,1.77525769635089
"1085013C",-1,1,1,2,6,5,6,2,NA,NA,1,48,53,41.053,NA,-0.982438159879516
